Datetime,Price,Volume
2020-11-12 09:25:00.810,3.465,18000
2020-11-12 09:25:00.810,3.465,600
2020-11-12 09:25:00.810,3.465,1300
2020-11-12 09:25:00.810,3.465,5100
2020-11-12 09:25:00.810,3.465,9900
2020-11-12 09:25:00.810,3.465,1800
2020-11-12 09:25:00.810,3.465,13300
2020-11-12 09:25:00.810,3.465,30000
2020-11-12 09:25:00.810,3.465,11100
2020-11-12 09:25:00.810,3.465,50000
2020-11-12 09:25:00.810,3.465,5800
2020-11-12 09:25:00.810,3.465,1400
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,7600
2020-11-12 09:25:00.810,3.465,2900
2020-11-12 09:25:00.810,3.465,1000
2020-11-12 09:25:00.810,3.465,500
2020-11-12 09:25:00.810,3.465,3600
2020-11-12 09:25:00.810,3.465,3800
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,5000
2020-11-12 09:25:00.810,3.465,22000
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,4100
2020-11-12 09:25:00.810,3.465,4200
2020-11-12 09:25:00.810,3.465,10000
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,100
2020-11-12 09:25:00.810,3.465,100
2020-11-12 09:25:00.810,3.465,3900
2020-11-12 09:25:00.810,3.465,4300
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,11600
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,67800
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,2700
2020-11-12 09:25:00.810,3.465,5800
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,2000
2020-11-12 09:25:00.810,3.465,3000
2020-11-12 09:25:00.810,3.465,1500
2020-11-12 09:25:00.810,3.465,800
2020-11-12 09:25:00.810,3.465,53700
2020-11-12 09:25:00.810,3.465,50000
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,16100
2020-11-12 09:25:00.810,3.465,23700
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,39800
2020-11-12 09:25:00.810,3.465,2000
2020-11-12 09:25:00.810,3.465,20000
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,14000
2020-11-12 09:25:00.810,3.465,100
2020-11-12 09:25:00.810,3.465,10000
2020-11-12 09:25:00.810,3.465,500
2020-11-12 09:25:00.810,3.465,6000
2020-11-12 09:25:00.810,3.465,3000
2020-11-12 09:25:00.810,3.465,300
2020-11-12 09:25:00.810,3.465,2900
2020-11-12 09:25:00.810,3.465,100
2020-11-12 09:25:00.810,3.465,14400
2020-11-12 09:25:00.810,3.465,12700
2020-11-12 09:25:00.810,3.465,2800
2020-11-12 09:25:00.810,3.465,2900
2020-11-12 09:25:00.810,3.465,1000
2020-11-12 09:25:00.810,3.465,1500
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,1100
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,100
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,2000
2020-11-12 09:25:00.810,3.465,800
2020-11-12 09:25:00.810,3.465,39300
2020-11-12 09:25:00.810,3.465,1000
2020-11-12 09:25:00.810,3.465,500
2020-11-12 09:25:00.810,3.465,1000
2020-11-12 09:25:00.810,3.465,10000
2020-11-12 09:25:00.810,3.465,5900
2020-11-12 09:25:00.810,3.465,3500
2020-11-12 09:25:00.810,3.465,400
2020-11-12 09:25:00.810,3.465,200
2020-11-12 09:25:00.810,3.465,4000
2020-11-12 09:25:00.810,3.465,19200
2020-11-12 09:30:00.400,3.466,3900
2020-11-12 09:30:00.400,3.466,300
2020-11-12 09:30:00.400,3.466,3000
2020-11-12 09:30:00.400,3.466,2800
2020-11-12 09:30:00.500,3.466,3000
2020-11-12 09:30:00.500,3.466,1000
2020-11-12 09:30:00.610,3.466,1000
2020-11-12 09:30:00.870,3.466,10000
2020-11-12 09:30:00.870,3.465,154000
2020-11-12 09:30:00.870,3.465,2000
2020-11-12 09:30:00.870,3.465,300
2020-11-12 09:30:00.870,3.465,20000
2020-11-12 09:30:00.870,3.465,35000
2020-11-12 09:30:00.870,3.465,100
2020-11-12 09:30:00.870,3.465,2000
2020-11-12 09:30:00.870,3.465,500
2020-11-12 09:30:00.870,3.465,1000
2020-11-12 09:30:00.870,3.465,100
2020-11-12 09:30:00.870,3.465,300
2020-11-12 09:30:00.870,3.465,50000
2020-11-12 09:30:00.870,3.465,100
2020-11-12 09:30:00.870,3.465,1200
2020-11-12 09:30:00.870,3.466,200
2020-11-12 09:30:00.870,3.466,3500
2020-11-12 09:30:00.870,3.466,2000
2020-11-12 09:30:00.870,3.465,18800
2020-11-12 09:30:00.980,3.466,2900
2020-11-12 09:30:01.110,3.466,500
2020-11-12 09:30:01.110,3.465,3400
2020-11-12 09:30:01.110,3.465,200
2020-11-12 09:30:01.110,3.465,1400
2020-11-12 09:30:01.110,3.465,1000
2020-11-12 09:30:01.220,3.465,4000
2020-11-12 09:30:01.220,3.466,2600
2020-11-12 09:30:01.220,3.466,66600
2020-11-12 09:30:01.220,3.466,2100
2020-11-12 09:30:01.220,3.467,300
2020-11-12 09:30:01.220,3.467,1000
2020-11-12 09:30:01.220,3.468,300
2020-11-12 09:30:01.220,3.468,3000
2020-11-12 09:30:01.220,3.468,100
2020-11-12 09:30:01.220,3.468,1000
2020-11-12 09:30:01.220,3.468,7300
2020-11-12 09:30:01.340,3.468,10000
2020-11-12 09:30:01.340,3.466,80000
2020-11-12 09:30:01.570,3.466,4100
2020-11-12 09:30:01.570,3.467,2000
2020-11-12 09:30:01.570,3.467,11000
2020-11-12 09:30:01.710,3.467,40000
2020-11-12 09:30:01.820,3.467,30000
2020-11-12 09:30:01.820,3.467,4100
2020-11-12 09:30:01.820,3.467,10000
2020-11-12 09:30:02.050,3.467,50000
2020-11-12 09:30:02.050,3.467,2900
2020-11-12 09:30:02.050,3.468,1500
2020-11-12 09:30:02.050,3.467,5100
2020-11-12 09:30:02.160,3.467,9200
2020-11-12 09:30:02.260,3.467,3000
2020-11-12 09:30:02.370,3.468,3000
2020-11-12 09:30:02.480,3.467,20000
2020-11-12 09:30:02.480,3.468,78200
2020-11-12 09:30:02.480,3.468,13000
2020-11-12 09:30:02.480,3.468,38200
2020-11-12 09:30:02.600,3.468,9100
2020-11-12 09:30:02.920,3.468,50000
2020-11-12 09:30:03.100,3.468,28600
2020-11-12 09:30:03.100,3.468,100000
2020-11-12 09:30:03.150,3.468,50000
2020-11-12 09:30:03.150,3.468,80000
2020-11-12 09:30:03.150,3.468,15000
2020-11-12 09:30:03.240,3.468,100
2020-11-12 09:30:03.300,3.468,65500
2020-11-12 09:30:03.350,3.469,10000
2020-11-12 09:30:03.350,3.469,10000
2020-11-12 09:30:03.350,3.469,300
2020-11-12 09:30:03.350,3.469,100
2020-11-12 09:30:03.350,3.469,5000
2020-11-12 09:30:03.350,3.469,3000
2020-11-12 09:30:03.350,3.469,200
2020-11-12 09:30:03.660,3.469,300
2020-11-12 09:30:03.690,3.469,100
2020-11-12 09:30:03.820,3.469,3000
2020-11-12 09:30:04.380,3.469,1800
2020-11-12 09:30:04.610,3.469,1400
2020-11-12 09:30:05.000,3.47,200
2020-11-12 09:30:05.000,3.47,10000
2020-11-12 09:30:05.000,3.47,5400
2020-11-12 09:30:05.000,3.47,600
2020-11-12 09:30:05.000,3.47,10000
2020-11-12 09:30:05.000,3.47,3000
2020-11-12 09:30:05.000,3.47,300
2020-11-12 09:30:05.000,3.47,10000
2020-11-12 09:30:05.000,3.471,6600
2020-11-12 09:30:05.000,3.471,10000
2020-11-12 09:30:05.000,3.471,600
2020-11-12 09:30:05.000,3.471,300
2020-11-12 09:30:05.000,3.471,3000
2020-11-12 09:30:05.000,3.471,200
2020-11-12 09:30:05.030,3.471,3000
2020-11-12 09:30:05.600,3.471,30000
2020-11-12 09:30:05.800,3.471,6000
2020-11-12 09:30:05.880,3.471,600
2020-11-12 09:30:05.940,3.471,35000
2020-11-12 09:30:06.020,3.471,1500
2020-11-12 09:30:06.740,3.471,100
2020-11-12 09:30:06.940,3.471,60000
2020-11-12 09:30:08.550,3.471,1000
2020-11-12 09:30:08.650,3.471,1000
2020-11-12 09:30:08.980,3.471,8700
2020-11-12 09:30:09.860,3.471,1000
2020-11-12 09:30:10.180,3.471,91900
2020-11-12 09:30:10.180,3.471,203800
2020-11-12 09:30:10.730,3.471,96200
2020-11-12 09:30:16.830,3.468,200
2020-11-12 09:30:16.830,3.468,200
2020-11-12 09:30:20.580,3.468,2000
2020-11-12 09:30:21.410,3.468,500
2020-11-12 09:30:21.980,3.467,3000
2020-11-12 09:30:21.980,3.467,800
2020-11-12 09:30:21.980,3.466,1000
2020-11-12 09:30:21.980,3.466,10000
2020-11-12 09:30:21.980,3.466,100
2020-11-12 09:30:21.980,3.466,300
2020-11-12 09:30:21.980,3.466,500
2020-11-12 09:30:21.980,3.466,1000
2020-11-12 09:30:21.980,3.466,200
2020-11-12 09:30:21.980,3.466,800
2020-11-12 09:30:21.980,3.466,2300
2020-11-12 09:30:25.760,3.468,2800
2020-11-12 09:30:26.750,3.466,2700
2020-11-12 09:30:26.750,3.466,300
2020-11-12 09:30:26.750,3.466,10000
2020-11-12 09:30:26.750,3.466,10000
2020-11-12 09:30:26.750,3.466,200
2020-11-12 09:30:26.750,3.466,15600
2020-11-12 09:30:26.750,3.466,1000
2020-11-12 09:30:26.750,3.466,5400
2020-11-12 09:30:26.750,3.466,1500
2020-11-12 09:30:26.750,3.466,3800
2020-11-12 09:30:26.750,3.466,8700
2020-11-12 09:30:26.750,3.466,300
2020-11-12 09:30:26.750,3.466,10000
2020-11-12 09:30:26.750,3.466,1000
2020-11-12 09:30:26.750,3.466,100
2020-11-12 09:30:26.750,3.466,2000
2020-11-12 09:30:26.750,3.466,700
2020-11-12 09:30:26.750,3.466,800
2020-11-12 09:30:26.750,3.466,32000
2020-11-12 09:30:26.750,3.466,144600
2020-11-12 09:30:26.750,3.466,7400
2020-11-12 09:30:26.750,3.466,200
2020-11-12 09:30:26.750,3.466,4300
2020-11-12 09:30:27.110,3.467,3800
2020-11-12 09:30:27.220,3.467,1000
2020-11-12 09:30:28.160,3.466,50000
2020-11-12 09:30:28.770,3.467,1200
2020-11-12 09:30:28.770,3.467,4700
2020-11-12 09:30:30.480,3.466,15700
2020-11-12 09:30:30.480,3.466,1000
2020-11-12 09:30:30.480,3.466,2000
2020-11-12 09:30:30.480,3.466,30000
2020-11-12 09:30:39.370,3.466,30000
2020-11-12 09:30:39.460,3.466,100
2020-11-12 09:30:39.680,3.466,187900
2020-11-12 09:30:39.680,3.466,5000
2020-11-12 09:30:39.680,3.466,26000
2020-11-12 09:30:39.680,3.466,7200
2020-11-12 09:30:39.680,3.467,66700
2020-11-12 09:30:44.580,3.467,5700
2020-11-12 09:30:47.270,3.468,600
2020-11-12 09:30:47.390,3.467,24300
2020-11-12 09:30:47.390,3.467,10000
2020-11-12 09:30:49.260,3.466,1100
2020-11-12 09:30:51.160,3.467,10700
2020-11-12 09:30:51.160,3.467,5000
2020-11-12 09:30:51.160,3.467,14300
2020-11-12 09:30:53.350,3.467,1400
2020-11-12 09:30:57.820,3.466,600
2020-11-12 09:30:58.980,3.466,1000
2020-11-12 09:30:59.710,3.467,10200
2020-11-12 09:30:59.710,3.467,7000
2020-11-12 09:30:59.710,3.467,4000
2020-11-12 09:31:00.400,3.467,66700
2020-11-12 09:31:00.400,3.467,212100
2020-11-12 09:31:00.400,3.467,30000
2020-11-12 09:31:00.400,3.467,10000
2020-11-12 09:31:00.400,3.466,14600
2020-11-12 09:31:01.040,3.468,39400
2020-11-12 09:31:01.040,3.468,15000
2020-11-12 09:31:01.040,3.468,1200
2020-11-12 09:31:01.850,3.468,300
2020-11-12 09:31:02.450,3.468,70800
2020-11-12 09:31:05.380,3.468,100
2020-11-12 09:31:08.540,3.468,6000
2020-11-12 09:31:08.900,3.468,30000
2020-11-12 09:31:09.390,3.468,22600
2020-11-12 09:31:10.840,3.468,2600
2020-11-12 09:31:14.430,3.469,1000
2020-11-12 09:31:14.430,3.469,6100
2020-11-12 09:31:14.430,3.469,6000
2020-11-12 09:31:15.080,3.469,600
2020-11-12 09:31:15.080,3.469,12500
2020-11-12 09:31:15.470,3.469,13100
2020-11-12 09:31:15.810,3.469,400
2020-11-12 09:31:15.810,3.469,100
2020-11-12 09:31:16.440,3.469,38100
2020-11-12 09:31:18.340,3.469,200
2020-11-12 09:31:19.040,3.469,100
2020-11-12 09:31:19.320,3.47,100
2020-11-12 09:31:19.320,3.47,1000
2020-11-12 09:31:19.320,3.47,5000
2020-11-12 09:31:19.590,3.471,100
2020-11-12 09:31:19.590,3.471,1000
2020-11-12 09:31:19.590,3.471,9800
2020-11-12 09:31:19.590,3.471,1000
2020-11-12 09:31:19.590,3.471,9400
2020-11-12 09:31:19.590,3.471,1000
2020-11-12 09:31:19.590,3.471,700
2020-11-12 09:31:19.590,3.471,3000
2020-11-12 09:31:21.030,3.471,574000
2020-11-12 09:31:21.030,3.47,426000
2020-11-12 09:31:24.180,3.47,600
2020-11-12 09:31:29.230,3.47,5000
2020-11-12 09:31:29.610,3.47,5000
2020-11-12 09:31:29.610,3.469,5000
2020-11-12 09:31:33.920,3.47,100
2020-11-12 09:31:35.050,3.471,2000
2020-11-12 09:31:36.510,3.47,900
2020-11-12 09:31:36.510,3.47,500
2020-11-12 09:31:41.600,3.47,5000
2020-11-12 09:31:42.510,3.469,100
2020-11-12 09:31:42.840,3.47,12400
2020-11-12 09:31:42.840,3.47,10000
2020-11-12 09:31:42.840,3.47,10000
2020-11-12 09:31:44.530,3.471,13000
2020-11-12 09:31:44.530,3.471,3000
2020-11-12 09:31:44.530,3.471,266600
2020-11-12 09:31:44.530,3.471,17400
2020-11-12 09:31:44.920,3.471,167700
2020-11-12 09:31:44.920,3.471,1300
2020-11-12 09:31:44.920,3.471,15000
2020-11-12 09:31:45.600,3.471,69569
2020-11-12 09:31:49.680,3.472,3000
2020-11-12 09:31:49.680,3.472,10000
2020-11-12 09:31:49.680,3.472,2400
2020-11-12 09:31:49.680,3.472,6000
2020-11-12 09:31:49.680,3.472,3500
2020-11-12 09:31:49.680,3.472,3000
2020-11-12 09:31:49.680,3.472,37300
2020-11-12 09:31:49.680,3.472,1000
2020-11-12 09:31:49.680,3.472,66600
2020-11-12 09:31:49.680,3.472,5000
2020-11-12 09:31:49.680,3.472,15000
2020-11-12 09:31:49.680,3.473,10000
2020-11-12 09:31:49.680,3.473,400
2020-11-12 09:31:49.680,3.473,10000
2020-11-12 09:31:49.680,3.473,7000
2020-11-12 09:31:49.680,3.473,3000
2020-11-12 09:31:49.680,3.473,2000
2020-11-12 09:31:49.680,3.473,500
2020-11-12 09:31:49.680,3.473,114300
2020-11-12 09:31:50.010,3.471,300
2020-11-12 09:31:50.330,3.471,5300
2020-11-12 09:31:52.270,3.471,10000
2020-11-12 09:31:52.710,3.473,2000
2020-11-12 09:31:53.390,3.473,10700
2020-11-12 09:31:55.020,3.473,4600
2020-11-12 09:31:57.120,3.471,300
2020-11-12 09:31:58.830,3.471,5100
2020-11-12 09:32:00.490,3.472,60000
2020-11-12 09:32:01.500,3.472,1000
2020-11-12 09:32:01.650,3.471,100
2020-11-12 09:32:02.250,3.471,3000
2020-11-12 09:32:05.080,3.471,20000
2020-11-12 09:32:05.670,3.471,2031
2020-11-12 09:32:05.670,3.471,969
2020-11-12 09:32:05.900,3.471,9031
2020-11-12 09:32:06.460,3.471,800
2020-11-12 09:32:07.100,3.471,1000
2020-11-12 09:32:08.410,3.471,2000
2020-11-12 09:32:09.680,3.471,20000
2020-11-12 09:32:10.760,3.47,1000
2020-11-12 09:32:10.760,3.47,2500
2020-11-12 09:32:10.760,3.47,50000
2020-11-12 09:32:11.540,3.47,300
2020-11-12 09:32:12.150,3.469,8600
2020-11-12 09:32:12.150,3.469,900
2020-11-12 09:32:12.150,3.469,1500
2020-11-12 09:32:12.150,3.469,200
2020-11-12 09:32:12.210,3.469,200
2020-11-12 09:32:12.950,3.469,15000
2020-11-12 09:32:13.900,3.469,11100
2020-11-12 09:32:14.130,3.469,25000
2020-11-12 09:32:14.770,3.469,3000
2020-11-12 09:32:15.530,3.469,234500
2020-11-12 09:32:17.290,3.47,10000
2020-11-12 09:32:18.380,3.47,2000
2020-11-12 09:32:22.200,3.47,1000
2020-11-12 09:32:23.240,3.47,100
2020-11-12 09:32:25.230,3.47,1000
2020-11-12 09:32:26.750,3.47,5000
2020-11-12 09:32:26.800,3.469,1000
2020-11-12 09:32:26.800,3.469,300
2020-11-12 09:32:26.980,3.469,100
